Field ID,Label,Kind,Data type,Format,Option value,Option text,Where this option came from,Long-term loans using it,Known drift
LE1.X82,Expiration (Intent to Proceed received after 10 business days),standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
LE1.X82,Expiration (Intent to Proceed received after 10 business days),standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
LE1.X83,Delayed Settlement on Construction Loans,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
LE1.X83,Delayed Settlement on Construction Loans,standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
LE1.X84,Other,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
LE1.X84,Other,standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
LE2.X30,Loan Estimate - Use Actual Down Payment & Closing Costs Financed Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
LE2.X30,Loan Estimate - Use Actual Down Payment & Closing Costs Financed Indicator,standard,Boolean,YN,N,No,declared by Encompass,490,boolean-representation
LE3.X19,Loan Estimate - Signature Type,standard,String,STRING,AsApplicant,As Applicant,declared by Encompass,490,
LE3.X19,Loan Estimate - Signature Type,standard,String,STRING,ByName,By Name,declared by Encompass,0,
LE3.X19,Loan Estimate - Signature Type,standard,String,STRING,None,None,declared by Encompass,0,
MAX23K.X118,FHA 203k - Criteria for Appropriate LTV Factor,standard,String,STRING,At or above 580,At or above 580,declared by Encompass,140,
MAX23K.X118,FHA 203k - Criteria for Appropriate LTV Factor,standard,String,STRING,Between 500 and 579,Between 500 and 579,declared by Encompass,0,
MAX23K.X118,FHA 203k - Criteria for Appropriate LTV Factor,standard,String,STRING,With HOC Approval,With HOC Approval,declared by Encompass,0,
MAX23K.X118,FHA 203k - Criteria for Appropriate LTV Factor,standard,String,STRING,Manual Underwriting Required,Manual Underwriting Required,declared by Encompass,350,
MS.STATUS,Tracking - Current Milestone Name,standard,String,STRING,Started,Started,declared by Encompass,6,declared-set-does-not-match-tenant
MS.STATUS,Tracking - Current Milestone Name,standard,String,STRING,Sent to processing,Sent to processing,declared by Encompass,27,declared-set-does-not-match-tenant
MS.STATUS,Tracking - Current Milestone Name,standard,String,STRING,Submitted,Submitted,declared by Encompass,32,declared-set-does-not-match-tenant
MS.STATUS,Tracking - Current Milestone Name,standard,String,STRING,Approved,Approved,declared by Encompass,0,declared-set-does-not-match-tenant
MS.STATUS,Tracking - Current Milestone Name,standard,String,STRING,Doc signed,Doc signed,declared by Encompass,0,declared-set-does-not-match-tenant
MS.STATUS,Tracking - Current Milestone Name,standard,String,STRING,Funded,Funded,declared by Encompass,4,declared-set-does-not-match-tenant
MS.STATUS,Tracking - Current Milestone Name,standard,String,STRING,Completed,Completed,declared by Encompass,79,declared-set-does-not-match-tenant
NEWHUD.X1017,Itemize Fees on Line 1101,standard,Boolean,YN,Y,Yes,declared by Encompass,490,boolean-representation
NEWHUD.X1017,Itemize Fees on Line 1101,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
NEWHUD.X1139,Itemize Fees on Line 802 Use LO Compensation Tool,standard,Boolean,YN,Y,Yes,declared by Encompass,489,boolean-representation
NEWHUD.X1139,Itemize Fees on Line 802 Use LO Compensation Tool,standard,Boolean,YN,N,No,declared by Encompass,1,boolean-representation
NEWHUD.X335,Has Escrow Acct,standard,String,STRING,Yes,Yes,declared by Encompass,172,declared-set-does-not-match-tenant
NEWHUD.X335,Has Escrow Acct,standard,String,STRING,No,No,declared by Encompass,318,declared-set-does-not-match-tenant
NEWHUD.X750,Itemize Fees on Line 801,standard,Boolean,YN,Y,Yes,declared by Encompass,490,boolean-representation
NEWHUD.X750,Itemize Fees on Line 801,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
NMLS.X4,NMLS Option ARM Indicator,standard,Boolean,YN,Y,Option ARM,declared by Encompass,0,boolean-representation
NMLS.X4,NMLS Option ARM Indicator,standard,Boolean,YN,N,Not Option ARM,declared by Encompass,490,boolean-representation
NMLS.X5,NMLS Piggyback or Funded HELOC Indicator,standard,Boolean,YN,Y,Includes piggyback second or funded HELOC,declared by Encompass,0,boolean-representation
NMLS.X5,NMLS Piggyback or Funded HELOC Indicator,standard,Boolean,YN,N,Does not include piggyback second or funded HELOC,declared by Encompass,490,boolean-representation
NOTICES.X51,Privacy Policy Information Selection,standard,String,STRING,Affiliate Opt-Out,Affiliate Opt-Out,declared by Encompass,0,
NOTICES.X51,Privacy Policy Information Selection,standard,String,STRING,Affiliate No Opt-Out,Affiliate No Opt-Out,declared by Encompass,0,
NOTICES.X51,Privacy Policy Information Selection,standard,String,STRING,No Affiliate Opt-Out,No Affiliate Opt-Out,declared by Encompass,0,
NOTICES.X51,Privacy Policy Information Selection,standard,String,STRING,No Affiliate No Opt-Out,No Affiliate No Opt-Out,declared by Encompass,490,
NOTICES.X52,Privacy Policy Information Types We Collect 1st Field,standard,String,STRING,Account balances,Account balances,declared by Encompass,0,
NOTICES.X52,Privacy Policy Information Types We Collect 1st Field,standard,String,STRING,Account transactions,Account transactions,declared by Encompass,0,
NOTICES.X52,Privacy Policy Information Types We Collect 1st Field,standard,String,STRING,Assets,Assets,declared by Encompass,490,
NOTICES.X52,Privacy Policy Information Types We Collect 1st Field,standard,String,STRING,Checking account information,Checking account information,declared by Encompass,0,
NOTICES.X52,Privacy Policy Information Types We Collect 1st Field,standard,String,STRING,Credit-based insurance scores,Credit-based insurance scores,declared by Encompass,0,
NOTICES.X52,Privacy Policy Information Types We Collect 1st Field,standard,String,STRING,Credit card or other debt,Credit card or other debt,declared by Encompass,0,
NOTICES.X52,Privacy Policy Information Types We Collect 1st Field,standard,String,STRING,Credit history,Credit history,declared by Encompass,0,
NOTICES.X52,Privacy Policy Information Types We Collect 1st Field,standard,String,STRING,Credit scores,Credit scores,declared by Encompass,0,
NOTICES.X52,Privacy Policy Information Types We Collect 1st Field,standard,String,STRING,Employment information,Employment information,declared by Encompass,0,
NOTICES.X52,Privacy Policy Information Types We Collect 1st Field,standard,String,STRING,Income,Income,declared by Encompass,0,
NOTICES.X52,Privacy Policy Information Types We Collect 1st Field,standard,String,STRING,Insurance claim history,Insurance claim,declared by Encompass,0,
NOTICES.X52,Privacy Policy Information Types We Collect 1st Field,standard,String,STRING,Investment experience,Investment experience,declared by Encompass,0,
NOTICES.X52,Privacy Policy Information Types We Collect 1st Field,standard,String,STRING,Medical information,Medical information,declared by Encompass,0,
NOTICES.X52,Privacy Policy Information Types We Collect 1st Field,standard,String,STRING,Medical-related debts,Medical-related debts,declared by Encompass,0,
NOTICES.X52,Privacy Policy Information Types We Collect 1st Field,standard,String,STRING,Mortgage rates and payments,Mortgage rates and payments,declared by Encompass,0,
NOTICES.X52,Privacy Policy Information Types We Collect 1st Field,standard,String,STRING,Overdraft history,Overdraft history,declared by Encompass,0,
NOTICES.X52,Privacy Policy Information Types We Collect 1st Field,standard,String,STRING,Payment history,Payment history,declared by Encompass,0,
NOTICES.X52,Privacy Policy Information Types We Collect 1st Field,standard,String,STRING,Purchase history,Purchase history,declared by Encompass,0,
NOTICES.X52,Privacy Policy Information Types We Collect 1st Field,standard,String,STRING,Retirement assets,Retirement assets,declared by Encompass,0,
NOTICES.X52,Privacy Policy Information Types We Collect 1st Field,standard,String,STRING,Risk tolerance,Risk tolerance,declared by Encompass,0,
NOTICES.X52,Privacy Policy Information Types We Collect 1st Field,standard,String,STRING,Transaction history,Transaction history,declared by Encompass,0,
NOTICES.X52,Privacy Policy Information Types We Collect 1st Field,standard,String,STRING,Transaction or loss history,Transaction or loss history,declared by Encompass,0,
NOTICES.X52,Privacy Policy Information Types We Collect 1st Field,standard,String,STRING,Wire transfer instructions,Wire transfer instructions,declared by Encompass,0,
NOTICES.X53,Privacy Policy Information Types We Collect 2nd Field,standard,String,STRING,Account balances,Account balances,declared by Encompass,0,
NOTICES.X53,Privacy Policy Information Types We Collect 2nd Field,standard,String,STRING,Account transactions,Account transactions,declared by Encompass,0,
NOTICES.X53,Privacy Policy Information Types We Collect 2nd Field,standard,String,STRING,Assets,Assets,declared by Encompass,0,
NOTICES.X53,Privacy Policy Information Types We Collect 2nd Field,standard,String,STRING,Checking account information,Checking account information,declared by Encompass,0,
NOTICES.X53,Privacy Policy Information Types We Collect 2nd Field,standard,String,STRING,Credit-based insurance scores,Credit-based insurance scores,declared by Encompass,0,
NOTICES.X53,Privacy Policy Information Types We Collect 2nd Field,standard,String,STRING,Credit card or other debt,Credit card or other debt,declared by Encompass,0,
NOTICES.X53,Privacy Policy Information Types We Collect 2nd Field,standard,String,STRING,Credit history,Credit history,declared by Encompass,0,
NOTICES.X53,Privacy Policy Information Types We Collect 2nd Field,standard,String,STRING,Credit scores,Credit scores,declared by Encompass,0,
NOTICES.X53,Privacy Policy Information Types We Collect 2nd Field,standard,String,STRING,Employment information,Employment information,declared by Encompass,0,
NOTICES.X53,Privacy Policy Information Types We Collect 2nd Field,standard,String,STRING,Income,Income,declared by Encompass,490,
NOTICES.X53,Privacy Policy Information Types We Collect 2nd Field,standard,String,STRING,Insurance claim history,Insurance claim,declared by Encompass,0,
NOTICES.X53,Privacy Policy Information Types We Collect 2nd Field,standard,String,STRING,Investment experience,Investment experience,declared by Encompass,0,
NOTICES.X53,Privacy Policy Information Types We Collect 2nd Field,standard,String,STRING,Medical information,Medical information,declared by Encompass,0,
NOTICES.X53,Privacy Policy Information Types We Collect 2nd Field,standard,String,STRING,Medical-related debts,Medical-related debts,declared by Encompass,0,
NOTICES.X53,Privacy Policy Information Types We Collect 2nd Field,standard,String,STRING,Mortgage rates and payments,Mortgage rates and payments,declared by Encompass,0,
NOTICES.X53,Privacy Policy Information Types We Collect 2nd Field,standard,String,STRING,Overdraft history,Overdraft history,declared by Encompass,0,
NOTICES.X53,Privacy Policy Information Types We Collect 2nd Field,standard,String,STRING,Payment history,Payment history,declared by Encompass,0,
NOTICES.X53,Privacy Policy Information Types We Collect 2nd Field,standard,String,STRING,Purchase history,Purchase history,declared by Encompass,0,
NOTICES.X53,Privacy Policy Information Types We Collect 2nd Field,standard,String,STRING,Retirement assets,Retirement assets,declared by Encompass,0,
NOTICES.X53,Privacy Policy Information Types We Collect 2nd Field,standard,String,STRING,Risk tolerance,Risk tolerance,declared by Encompass,0,
NOTICES.X53,Privacy Policy Information Types We Collect 2nd Field,standard,String,STRING,Transaction history,Transaction history,declared by Encompass,0,
NOTICES.X53,Privacy Policy Information Types We Collect 2nd Field,standard,String,STRING,Transaction or loss history,Transaction or loss history,declared by Encompass,0,
NOTICES.X53,Privacy Policy Information Types We Collect 2nd Field,standard,String,STRING,Wire transfer instructions,Wire transfer instructions,declared by Encompass,0,
NOTICES.X54,Privacy Policy Information Types We Collect 3rd Field,standard,String,STRING,Account balances,Account balances,declared by Encompass,0,
NOTICES.X54,Privacy Policy Information Types We Collect 3rd Field,standard,String,STRING,Account transactions,Account transactions,declared by Encompass,0,
NOTICES.X54,Privacy Policy Information Types We Collect 3rd Field,standard,String,STRING,Assets,Assets,declared by Encompass,0,
NOTICES.X54,Privacy Policy Information Types We Collect 3rd Field,standard,String,STRING,Checking account information,Checking account information,declared by Encompass,0,
NOTICES.X54,Privacy Policy Information Types We Collect 3rd Field,standard,String,STRING,Credit-based insurance scores,Credit-based insurance scores,declared by Encompass,0,
NOTICES.X54,Privacy Policy Information Types We Collect 3rd Field,standard,String,STRING,Credit card or other debt,Credit card or other debt,declared by Encompass,0,
NOTICES.X54,Privacy Policy Information Types We Collect 3rd Field,standard,String,STRING,Credit history,Credit history,declared by Encompass,490,
NOTICES.X54,Privacy Policy Information Types We Collect 3rd Field,standard,String,STRING,Credit scores,Credit scores,declared by Encompass,0,
NOTICES.X54,Privacy Policy Information Types We Collect 3rd Field,standard,String,STRING,Employment information,Employment information,declared by Encompass,0,
NOTICES.X54,Privacy Policy Information Types We Collect 3rd Field,standard,String,STRING,Income,Income,declared by Encompass,0,
NOTICES.X54,Privacy Policy Information Types We Collect 3rd Field,standard,String,STRING,Insurance claim history,Insurance claim,declared by Encompass,0,
NOTICES.X54,Privacy Policy Information Types We Collect 3rd Field,standard,String,STRING,Investment experience,Investment experience,declared by Encompass,0,
NOTICES.X54,Privacy Policy Information Types We Collect 3rd Field,standard,String,STRING,Medical information,Medical information,declared by Encompass,0,
NOTICES.X54,Privacy Policy Information Types We Collect 3rd Field,standard,String,STRING,Medical-related debts,Medical-related debts,declared by Encompass,0,
NOTICES.X54,Privacy Policy Information Types We Collect 3rd Field,standard,String,STRING,Mortgage rates and payments,Mortgage rates and payments,declared by Encompass,0,
NOTICES.X54,Privacy Policy Information Types We Collect 3rd Field,standard,String,STRING,Overdraft history,Overdraft history,declared by Encompass,0,
NOTICES.X54,Privacy Policy Information Types We Collect 3rd Field,standard,String,STRING,Payment history,Payment history,declared by Encompass,0,
NOTICES.X54,Privacy Policy Information Types We Collect 3rd Field,standard,String,STRING,Purchase history,Purchase history,declared by Encompass,0,
