Field ID,Label,Kind,Data type,Format,Option value,Option text,Where this option came from,Long-term loans using it,Known drift
NEWHUD2.X3660,Fee Details - Line 1202 - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X3693,Fee Details - Line 1203 - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X3693,Fee Details - Line 1203 - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X3726,Fee Details - Line 1204 - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X3726,Fee Details - Line 1204 - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X3759,Fee Details - Line 1205 - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X3759,Fee Details - Line 1205 - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X3792,Fee Details - Line 1206 - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X3792,Fee Details - Line 1206 - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X3825,Fee Details - Line 1207 - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X3825,Fee Details - Line 1207 - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X3858,Fee Details - Line 1208 - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X3858,Fee Details - Line 1208 - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X3891,Fee Details - Line 1209 - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X3891,Fee Details - Line 1209 - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X3924,Fee Details - Line 1210 - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X3924,Fee Details - Line 1210 - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X393,Fee Details - Line 801c - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X393,Fee Details - Line 801c - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X3957,Fee Details - Line 1302 - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X3957,Fee Details - Line 1302 - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X3990,Fee Details - Line 1303 - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X3990,Fee Details - Line 1303 - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X4023,Fee Details - Line 1304 - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X4023,Fee Details - Line 1304 - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X4056,Fee Details - Line 1305 - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X4056,Fee Details - Line 1305 - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X4089,Fee Details - Line 1306 - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X4089,Fee Details - Line 1306 - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X4122,Fee Details - Line 1307 - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X4122,Fee Details - Line 1307 - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X4155,Fee Details - Line 1308 - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X4155,Fee Details - Line 1308 - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X4188,Fee Details - Line 1309 - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X4188,Fee Details - Line 1309 - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X4221,Fee Details - Line 1310 - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X4221,Fee Details - Line 1310 - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X4254,Fee Details - Line 1311 - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X4254,Fee Details - Line 1311 - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X426,Fee Details - Line 801d - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X426,Fee Details - Line 801d - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X4287,Fee Details - Line 1312 - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X4287,Fee Details - Line 1312 - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X4320,Fee Details - Line 1313 - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X4320,Fee Details - Line 1313 - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X4353,Fee Details - Line 1314 - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X4353,Fee Details - Line 1314 - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X4386,Fee Details - Line 1315 - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X4386,Fee Details - Line 1315 - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X4472,Fee Details - Line 1316 - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X4472,Fee Details - Line 1316 - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X4505,Fee Details - Line 1317 - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X4505,Fee Details - Line 1317 - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X4538,Fee Details - Line 1318 - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X4538,Fee Details - Line 1318 - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X4571,Fee Details - Line 1319 - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X4571,Fee Details - Line 1319 - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X459,Fee Details - Line 801e - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X459,Fee Details - Line 801e - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X4604,Fee Details - Line 1320 - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X4604,Fee Details - Line 1320 - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X492,Fee Details - Line 801f - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X492,Fee Details - Line 801f - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X525,Fee Details - Line 801g - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X525,Fee Details - Line 801g - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X558,Fee Details - Line 801h - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X558,Fee Details - Line 801h - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X591,Fee Details - Line 801i - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X591,Fee Details - Line 801i - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X624,Fee Details - Line 801j - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X624,Fee Details - Line 801j - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X657,Fee Details - Line 801k - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X657,Fee Details - Line 801k - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X690,Fee Details - Line 801l - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X690,Fee Details - Line 801l - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X723,Fee Details - Line 801m - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X723,Fee Details - Line 801m - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X756,Fee Details - Line 801n - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X756,Fee Details - Line 801n - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X789,Fee Details - Line 801o - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X789,Fee Details - Line 801o - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X822,Fee Details - Line 801p - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X822,Fee Details - Line 801p - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X855,Fee Details - Line 801q - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X855,Fee Details - Line 801q - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X888,Fee Details - Line 801r - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X888,Fee Details - Line 801r - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X954,Fee Details - Line 802e - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X954,Fee Details - Line 802e - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
NEWHUD2.X987,Fee Details - Line 802f - Seller Credit,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
NEWHUD2.X987,Fee Details - Line 802f - Seller Credit,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
URLA.X13,Borr Military Service Indicator,standard,Boolean,YN,N,No,declared by Encompass,484,boolean-representation
URLA.X13,Borr Military Service Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
URLA.X21,Borr Language Preference,standard,String,STRING,EnglishIndicator,English Indicator,declared by Encompass,484,
URLA.X21,Borr Language Preference,standard,String,STRING,ChineseIndicator,Chinese Indicator,declared by Encompass,0,
URLA.X21,Borr Language Preference,standard,String,STRING,KoreanIndicator,Korean Indicator,declared by Encompass,0,
URLA.X21,Borr Language Preference,standard,String,STRING,SpanishIndicator,Spanish Indicator,declared by Encompass,0,
URLA.X21,Borr Language Preference,standard,String,STRING,TagalogIndicator,Tagalog Indicator,declared by Encompass,0,
URLA.X21,Borr Language Preference,standard,String,STRING,VietnameseIndicator,Vietnamese Indicator,declared by Encompass,0,
URLA.X21,Borr Language Preference,standard,String,STRING,OtherIndicator,Other Indicator,declared by Encompass,0,
URLA.X21,Borr Language Preference,standard,String,STRING,LanguageRefusalIndicator,Language Refusal Indicator,declared by Encompass,0,
3840,No Co-applicant Indicator,standard,Boolean,YN,Y,No Co-applicant,declared by Encompass,185,boolean-representation
3840,No Co-applicant Indicator,standard,Boolean,YN,N,No,declared by Encompass,298,boolean-representation
3860,Borr SSA-89 Mortgage Service Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,483,boolean-representation
3860,Borr SSA-89 Mortgage Service Indicator,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
4073,Borr Authorized Credit Report Indicator,standard,Boolean,YN,Y,Yes,declared by Encompass,482,boolean-representation
4073,Borr Authorized Credit Report Indicator,standard,Boolean,YN,N,No,declared by Encompass,1,boolean-representation
4131,Co-Borr Trans Details Application Taken By,standard,String,STRING,FaceToFace,Face-to-Face Interview,declared by Encompass,0,
4131,Co-Borr Trans Details Application Taken By,standard,String,STRING,Internet,Email or Internet,declared by Encompass,1,
4131,Co-Borr Trans Details Application Taken By,standard,String,STRING,Mail,Fax or Mail,declared by Encompass,0,
4131,Co-Borr Trans Details Application Taken By,standard,String,STRING,Telephone,Telephone Interview,declared by Encompass,482,
4177,Co-Borr Credit Score for Decision Making,standard,String,RA_STRING,7777,7777. Credit score is not a number,declared by Encompass,0,
4177,Co-Borr Credit Score for Decision Making,standard,String,RA_STRING,8888,8888. Not applicable,declared by Encompass,54,
4177,Co-Borr Credit Score for Decision Making,standard,String,RA_STRING,9999,9999. No co-applicant,declared by Encompass,429,
4178,Co-Borr Credit Scoring Model,standard,String,STRING,Equifax Beacon 5.0,1. Equifax Beacon 5.0,declared by Encompass,0,
4178,Co-Borr Credit Scoring Model,standard,String,STRING,Experian Fair Isaac,2. Experian Fair Isaac,declared by Encompass,0,
4178,Co-Borr Credit Scoring Model,standard,String,STRING,FICO Risk Score Classic 04,3. FICO Risk Score Classic 04,declared by Encompass,0,
4178,Co-Borr Credit Scoring Model,standard,String,STRING,FICO Risk Score Classic 98,4. FICO Risk Score Classic 98,declared by Encompass,0,
4178,Co-Borr Credit Scoring Model,standard,String,STRING,VantageScore 2.0,5. VantageScore 2.0,declared by Encompass,0,
4178,Co-Borr Credit Scoring Model,standard,String,STRING,VantageScore 3.0,6. VantageScore 3.0,declared by Encompass,0,
4178,Co-Borr Credit Scoring Model,standard,String,STRING,More than one credit scoring model,7. More than one credit scoring model,declared by Encompass,0,
4178,Co-Borr Credit Scoring Model,standard,String,STRING,Other credit scoring model,8. Other credit scoring model,declared by Encompass,0,
4178,Co-Borr Credit Scoring Model,standard,String,STRING,Not applicable,9. Not applicable,declared by Encompass,54,
4178,Co-Borr Credit Scoring Model,standard,String,STRING,No co-applicant,10. No co-applicant,declared by Encompass,429,
4178,Co-Borr Credit Scoring Model,standard,String,STRING,FICO Score 9,11. FICO Score 9,declared by Encompass,0,
4178,Co-Borr Credit Scoring Model,standard,String,STRING,FICO Score 8,12. FICO Score 8,declared by Encompass,0,
4178,Co-Borr Credit Scoring Model,standard,String,STRING,FICO Score 10,13. FICO Score 10,declared by Encompass,0,
4178,Co-Borr Credit Scoring Model,standard,String,STRING,FICO Score 10T,14. FICO Score 10T,declared by Encompass,0,
4178,Co-Borr Credit Scoring Model,standard,String,STRING,VantageScore 4.0,15. VantageScore 4.0,declared by Encompass,0,
4189,Co-Borr Sex No Co Applicant,standard,Boolean,YN,Y,No co-applicant,declared by Encompass,185,boolean-representation
4189,Co-Borr Sex No Co Applicant,standard,Boolean,YN,N,No,declared by Encompass,298,boolean-representation
DISCLOSURE.X625,Disclosure Borr CB1 Credit Score for Disclosure Notice,standard,Boolean,YN,Y,Yes,declared by Encompass,483,boolean-representation
DISCLOSURE.X625,Disclosure Borr CB1 Credit Score for Disclosure Notice,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
HMDA.X118,Co-Borr Credit Score for Decision Making,standard,String,RA_STRING,7777,7777. Credit score is not a number,declared by Encompass,0,
HMDA.X118,Co-Borr Credit Score for Decision Making,standard,String,RA_STRING,8888,8888. Not applicable,declared by Encompass,54,
HMDA.X118,Co-Borr Credit Score for Decision Making,standard,String,RA_STRING,9999,9999. No co-applicant,declared by Encompass,429,
HMDA.X118,Co-Borr Credit Score for Decision Making,standard,String,RA_STRING,Exempt,1111. Exempt,declared by Encompass,0,
HMDA.X119,Co-Borr Credit Scoring Model,standard,String,STRING,Equifax Beacon 5.0,1. Equifax Beacon 5.0,declared by Encompass,0,
HMDA.X119,Co-Borr Credit Scoring Model,standard,String,STRING,Experian Fair Isaac,2. Experian Fair Isaac,declared by Encompass,0,
HMDA.X119,Co-Borr Credit Scoring Model,standard,String,STRING,FICO Risk Score Classic 04,3. FICO Risk Score Classic 04,declared by Encompass,0,
HMDA.X119,Co-Borr Credit Scoring Model,standard,String,STRING,FICO Risk Score Classic 98,4. FICO Risk Score Classic 98,declared by Encompass,0,
HMDA.X119,Co-Borr Credit Scoring Model,standard,String,STRING,VantageScore 2.0,5. VantageScore 2.0,declared by Encompass,0,
HMDA.X119,Co-Borr Credit Scoring Model,standard,String,STRING,VantageScore 3.0,6. VantageScore 3.0,declared by Encompass,0,
HMDA.X119,Co-Borr Credit Scoring Model,standard,String,STRING,More than one credit scoring model,7. More than one credit scoring model,declared by Encompass,0,
HMDA.X119,Co-Borr Credit Scoring Model,standard,String,STRING,Other credit scoring model,8. Other credit scoring model,declared by Encompass,0,
HMDA.X119,Co-Borr Credit Scoring Model,standard,String,STRING,Not applicable,9. Not applicable,declared by Encompass,54,
HMDA.X119,Co-Borr Credit Scoring Model,standard,String,STRING,No co-applicant,10. No co-applicant,declared by Encompass,429,
HMDA.X119,Co-Borr Credit Scoring Model,standard,String,STRING,FICO Score 9,11. FICO Score 9,declared by Encompass,0,
HMDA.X119,Co-Borr Credit Scoring Model,standard,String,STRING,FICO Score 8,12. FICO Score 8,declared by Encompass,0,
HMDA.X119,Co-Borr Credit Scoring Model,standard,String,STRING,FICO Score 10,13. FICO Score 10,declared by Encompass,0,
HMDA.X119,Co-Borr Credit Scoring Model,standard,String,STRING,FICO Score 10T,14. FICO Score 10T,declared by Encompass,0,
HMDA.X119,Co-Borr Credit Scoring Model,standard,String,STRING,VantageScore 4.0,15. VantageScore 4.0,declared by Encompass,0,
HMDA.X119,Co-Borr Credit Scoring Model,standard,String,STRING,Exempt,1111. Exempt,declared by Encompass,0,
NEWHUD.X349,Escrow Acct Chrg Type All Prop Taxes,standard,Boolean,YN,Y,Yes,declared by Encompass,149,boolean-representation
NEWHUD.X349,Escrow Acct Chrg Type All Prop Taxes,standard,Boolean,YN,N,No,declared by Encompass,334,boolean-representation
NEWHUD.X350,Escrow Acct Chrg Type All Insurance,standard,Boolean,YN,Y,Yes,declared by Encompass,149,boolean-representation
NEWHUD.X350,Escrow Acct Chrg Type All Insurance,standard,Boolean,YN,N,No,declared by Encompass,334,boolean-representation
URLA.X153,Borrower Completed Homeownership Counseling within 12 months,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
URLA.X153,Borrower Completed Homeownership Counseling within 12 months,standard,Boolean,YN,N,No,declared by Encompass,483,boolean-representation
URLA.X178,Co-Borr Bankruptcy Chapter Seven,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
URLA.X178,Co-Borr Bankruptcy Chapter Seven,standard,Boolean,YN,N,No,declared by Encompass,483,boolean-representation
URLA.X179,Co-Borr Bankruptcy Chapter Eleven,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
URLA.X179,Co-Borr Bankruptcy Chapter Eleven,standard,Boolean,YN,N,No,declared by Encompass,483,boolean-representation
URLA.X180,Co-Borr Bankruptcy Chapter Twelve,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
URLA.X180,Co-Borr Bankruptcy Chapter Twelve,standard,Boolean,YN,N,No,declared by Encompass,483,boolean-representation
URLA.X181,Co-Borr Bankruptcy Chapter Thirteen,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
URLA.X181,Co-Borr Bankruptcy Chapter Thirteen,standard,Boolean,YN,N,No,declared by Encompass,483,boolean-representation
175,Co-Borr Declarations G,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
175,Co-Borr Declarations G,standard,Boolean,YN,N,No,declared by Encompass,482,boolean-representation
266,Co-Borr Declarations M,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
266,Co-Borr Declarations M,standard,Boolean,YN,N,No,declared by Encompass,482,boolean-representation
424,Fannie Mae Repymt Type Code,standard,String,STRING,NoNegativeAmortization,No Negative Amortization,declared by Encompass,482,
424,Fannie Mae Repymt Type Code,standard,String,STRING,ScheduledAmortization,Scheduled Amortization,declared by Encompass,0,
424,Fannie Mae Repymt Type Code,standard,String,STRING,InterestOnly,Interest Only,declared by Encompass,0,
424,Fannie Mae Repymt Type Code,standard,String,STRING,PossibleNegativeAmortization,Possible Negative Amortization,declared by Encompass,0,
424,Fannie Mae Repymt Type Code,standard,String,STRING,ScheduledNegativeAmortization,Scheduled Negative Amortization,declared by Encompass,0,
662,Trans Details Initial/Final Disclosure,standard,String,STRING,Initial,Initial disclosure estimated at time of application,declared by Encompass,301,
662,Trans Details Initial/Final Disclosure,standard,String,STRING,Final,Final disclosure based on contract terms,declared by Encompass,181,
1343,Co-Borr Declarations A,standard,Boolean,YN,Yes,Yes,declared by Encompass,0,declared-set-does-not-match-tenant
1343,Co-Borr Declarations A,standard,Boolean,YN,No,No,declared by Encompass,482,declared-set-does-not-match-tenant
4075,Borr Credit Report Authorization Method,standard,String,STRING,Phone,Phone,declared by Encompass,479,
4075,Borr Credit Report Authorization Method,standard,String,STRING,Face to Face,Face to Face,declared by Encompass,0,
4075,Borr Credit Report Authorization Method,standard,String,STRING,Internet,Internet,declared by Encompass,3,
4075,Borr Credit Report Authorization Method,standard,String,STRING,Mail,Mail,declared by Encompass,0,
4196,Borr Not Applicable Indicator,standard,Boolean,YN,Y,Not Applicable,declared by Encompass,0,boolean-representation
4196,Borr Not Applicable Indicator,standard,Boolean,YN,N,No,declared by Encompass,482,boolean-representation
4463,Rate Lock Request - Borrower/Lender Paid,standard,String,STRING,Lender Paid,Lender,declared by Encompass,482,
4463,Rate Lock Request - Borrower/Lender Paid,standard,String,STRING,Borrower Paid,Borrower,declared by Encompass,0,
4463,Rate Lock Request - Borrower/Lender Paid,standard,String,STRING,Exempt,Exempt,declared by Encompass,0,
DISCLOSURE.X943,Disclosure Experian Borrower Material Terms of Credit Set by Credit Score,standard,Boolean,YN,Y,Yes,declared by Encompass,482,boolean-representation
DISCLOSURE.X943,Disclosure Experian Borrower Material Terms of Credit Set by Credit Score,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
LCP.X1,Loan Compensation Plan - Brrower/Lender Paid,standard,String,STRING,Lender Paid,Lender,declared by Encompass,482,
LCP.X1,Loan Compensation Plan - Brrower/Lender Paid,standard,String,STRING,Borrower Paid,Borrower,declared by Encompass,0,
LCP.X1,Loan Compensation Plan - Brrower/Lender Paid,standard,String,STRING,Exempt,Exempt,declared by Encompass,0,
NEWHUD.X351,Escrow Acct Chrg Type Other,standard,Boolean,YN,Y,Yes,declared by Encompass,8,boolean-representation
NEWHUD.X351,Escrow Acct Chrg Type Other,standard,Boolean,YN,N,No,declared by Encompass,474,boolean-representation
RESPA.X6,Disclosure 1B We Do Not Service,standard,Boolean,YN,Y,We do not service mortgage loans,declared by Encompass,482,boolean-representation
RESPA.X6,Disclosure 1B We Do Not Service,standard,Boolean,YN,N,No,declared by Encompass,0,boolean-representation
URLA.X101,Co-Borr Declarations 5b I,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
URLA.X101,Co-Borr Declarations 5b I,standard,Boolean,YN,N,No,declared by Encompass,482,boolean-representation
URLA.X103,Co-Borr Declarations 5b J,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
URLA.X103,Co-Borr Declarations 5b J,standard,Boolean,YN,N,No,declared by Encompass,482,boolean-representation
URLA.X105,Co-Borr Declarations 5b K,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
URLA.X105,Co-Borr Declarations 5b K,standard,Boolean,YN,N,No,declared by Encompass,482,boolean-representation
URLA.X107,Co-Borr Declarations 5b L,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
URLA.X107,Co-Borr Declarations 5b L,standard,Boolean,YN,N,No,declared by Encompass,482,boolean-representation
URLA.X85,Co-Borr Declarations 5a B,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
URLA.X85,Co-Borr Declarations 5a B,standard,Boolean,YN,N,No,declared by Encompass,482,boolean-representation
URLA.X87,Co-Borr Declarations 5a C,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
URLA.X87,Co-Borr Declarations 5a C,standard,Boolean,YN,N,No,declared by Encompass,482,boolean-representation
URLA.X91,Co-Borr Declarations 5a D,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
URLA.X91,Co-Borr Declarations 5a D,standard,Boolean,YN,N,No,declared by Encompass,482,boolean-representation
URLA.X93,Co-Borr Declarations 5a D,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
URLA.X93,Co-Borr Declarations 5a D,standard,Boolean,YN,N,No,declared by Encompass,482,boolean-representation
URLA.X95,Co-Borr Declarations 5a E,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
URLA.X95,Co-Borr Declarations 5a E,standard,Boolean,YN,N,No,declared by Encompass,482,boolean-representation
URLA.X97,Co-Borr Declarations 5b F,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
URLA.X97,Co-Borr Declarations 5b F,standard,Boolean,YN,N,No,declared by Encompass,482,boolean-representation
URLA.X99,Co-Borr Declarations 5b H,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
URLA.X99,Co-Borr Declarations 5b H,standard,Boolean,YN,N,No,declared by Encompass,482,boolean-representation
4912,ARM Index Precision,standard,String,STRING,ThreeDecimals,Three Decimals,declared by Encompass,0,
4912,ARM Index Precision,standard,String,STRING,FiveDecimals,Five Decimals,declared by Encompass,481,
CD4.X31,Ignore 1st ARM Adjustment,standard,Boolean,YN,Y,Yes,declared by Encompass,0,boolean-representation
CD4.X31,Ignore 1st ARM Adjustment,standard,Boolean,YN,N,No,declared by Encompass,481,boolean-representation
INVESTOREC.X5,Investor Connect EC Updates Allowed,standard,String,STRING,Yes,Yes,declared by Encompass,481,
INVESTOREC.X5,Investor Connect EC Updates Allowed,standard,String,STRING,No,No,declared by Encompass,0,
INVESTOREC.X5,Investor Connect EC Updates Allowed,standard,String,STRING,Documents Only,Documents Only,declared by Encompass,0,
LE1.XG9,Loan Estimate - Closing Costs Estimate Expiration Generic Time Zone,standard,String,STRING,HST,(UTC -10:00) Hawaii Time,declared by Encompass,0,
