Field ID,Label,Milestone,Filled at this milestone (%)
4509,File Contacts Loan Processor Title,Investor Delivery,100
4509,File Contacts Loan Processor Title,Loan Setup,100
4509,File Contacts Loan Processor Title,Purchasing Conditions,100
4509,File Contacts Loan Processor Title,Submittal,100
4514,Rate Lock Request - Trans Details HCLTV/HTLTV,Completion,100
4514,Rate Lock Request - Trans Details HCLTV/HTLTV,Cond. Approval,100
4514,Rate Lock Request - Trans Details HCLTV/HTLTV,Docs Out,100
4514,Rate Lock Request - Trans Details HCLTV/HTLTV,Final Docs,100
4514,Rate Lock Request - Trans Details HCLTV/HTLTV,Investor Delivery,100
4514,Rate Lock Request - Trans Details HCLTV/HTLTV,LO Prep,100
4514,Rate Lock Request - Trans Details HCLTV/HTLTV,Loan Setup,100
4514,Rate Lock Request - Trans Details HCLTV/HTLTV,Purchasing Conditions,100
4514,Rate Lock Request - Trans Details HCLTV/HTLTV,Started,100
4514,Rate Lock Request - Trans Details HCLTV/HTLTV,Submittal,100
4514,Rate Lock Request - Trans Details HCLTV/HTLTV,Waiting for Docs,100
4516,Lock Request Subject Property Street Address,Completion,100
4516,Lock Request Subject Property Street Address,Cond. Approval,100
4516,Lock Request Subject Property Street Address,Docs Out,100
4516,Lock Request Subject Property Street Address,Final Docs,100
4516,Lock Request Subject Property Street Address,Investor Delivery,100
4516,Lock Request Subject Property Street Address,LO Prep,100
4516,Lock Request Subject Property Street Address,Loan Setup,100
4516,Lock Request Subject Property Street Address,Purchasing Conditions,100
4516,Lock Request Subject Property Street Address,Started,100
4516,Lock Request Subject Property Street Address,Submittal,100
4516,Lock Request Subject Property Street Address,Waiting for Docs,100
4518,Lock Request Subject Property Unit Number,Purchasing Conditions,100
4518,Lock Request Subject Property Unit Number,Started,100
4519,Rate Lock Request - Freddie Mac HELOC Credit Limit,Completion,0
4519,Rate Lock Request - Freddie Mac HELOC Credit Limit,Cond. Approval,0
4519,Rate Lock Request - Freddie Mac HELOC Credit Limit,Docs Out,0
4519,Rate Lock Request - Freddie Mac HELOC Credit Limit,Final Docs,0
4519,Rate Lock Request - Freddie Mac HELOC Credit Limit,Investor Delivery,0
4519,Rate Lock Request - Freddie Mac HELOC Credit Limit,LO Prep,0
4519,Rate Lock Request - Freddie Mac HELOC Credit Limit,Loan Setup,0
4519,Rate Lock Request - Freddie Mac HELOC Credit Limit,Purchasing Conditions,0
4519,Rate Lock Request - Freddie Mac HELOC Credit Limit,Started,0
4519,Rate Lock Request - Freddie Mac HELOC Credit Limit,Submittal,0
4519,Rate Lock Request - Freddie Mac HELOC Credit Limit,Waiting for Docs,0
4520,Valuation Used for LTV,Completion,100
4520,Valuation Used for LTV,Cond. Approval,100
4520,Valuation Used for LTV,Final Docs,100
4520,Valuation Used for LTV,Investor Delivery,100
4520,Valuation Used for LTV,Purchasing Conditions,100
4520,Valuation Used for LTV,Started,100
4520,Valuation Used for LTV,Submittal,100
4520,Valuation Used for LTV,Waiting for Docs,100
4521,Existing Liens And Draw Used,Completion,100
4521,Existing Liens And Draw Used,Cond. Approval,100
4521,Existing Liens And Draw Used,Docs Out,100
4521,Existing Liens And Draw Used,Final Docs,100
4521,Existing Liens And Draw Used,Investor Delivery,100
4521,Existing Liens And Draw Used,Loan Setup,100
4521,Existing Liens And Draw Used,Purchasing Conditions,100
4521,Existing Liens And Draw Used,Started,100
4521,Existing Liens And Draw Used,Submittal,100
4521,Existing Liens And Draw Used,Waiting for Docs,100
4522,Existing Liens Used,Completion,100
4556,Heloc Escrow Account Indicator,Completion,1.2
4556,Heloc Escrow Account Indicator,Cond. Approval,0
4556,Heloc Escrow Account Indicator,Docs Out,100
4556,Heloc Escrow Account Indicator,Final Docs,100
4556,Heloc Escrow Account Indicator,Investor Delivery,100
4556,Heloc Escrow Account Indicator,Loan Setup,0
4556,Heloc Escrow Account Indicator,Purchasing Conditions,85.3
4556,Heloc Escrow Account Indicator,Started,13.3
4556,Heloc Escrow Account Indicator,Submittal,6.2
4556,Heloc Escrow Account Indicator,Waiting for Docs,0
4559,HELOC Draw Payment Basis,Completion,100
4559,HELOC Draw Payment Basis,Cond. Approval,100
4559,HELOC Draw Payment Basis,Docs Out,100
4559,HELOC Draw Payment Basis,Final Docs,100
4559,HELOC Draw Payment Basis,Investor Delivery,100
4559,HELOC Draw Payment Basis,LO Prep,100
4559,HELOC Draw Payment Basis,Loan Setup,100
4559,HELOC Draw Payment Basis,Purchasing Conditions,100
4559,HELOC Draw Payment Basis,Started,100
4559,HELOC Draw Payment Basis,Submittal,100
4559,HELOC Draw Payment Basis,Waiting for Docs,100
4568,HELOC Repayment Basis,Completion,100
4568,HELOC Repayment Basis,Cond. Approval,100
4568,HELOC Repayment Basis,Docs Out,100
4568,HELOC Repayment Basis,Final Docs,100
4568,HELOC Repayment Basis,Investor Delivery,100
4568,HELOC Repayment Basis,LO Prep,100
4568,HELOC Repayment Basis,Loan Setup,100
4568,HELOC Repayment Basis,Purchasing Conditions,100
4568,HELOC Repayment Basis,Started,100
4568,HELOC Repayment Basis,Submittal,100
4568,HELOC Repayment Basis,Waiting for Docs,100
4662,Print Trust Name(s) on LE/CD Addendum,Completion,100
4662,Print Trust Name(s) on LE/CD Addendum,Cond. Approval,100
4662,Print Trust Name(s) on LE/CD Addendum,Docs Out,100
4662,Print Trust Name(s) on LE/CD Addendum,Final Docs,100
4662,Print Trust Name(s) on LE/CD Addendum,Investor Delivery,100
4662,Print Trust Name(s) on LE/CD Addendum,LO Prep,100
4662,Print Trust Name(s) on LE/CD Addendum,Loan Setup,100
4662,Print Trust Name(s) on LE/CD Addendum,Purchasing Conditions,100
4662,Print Trust Name(s) on LE/CD Addendum,Started,100
4662,Print Trust Name(s) on LE/CD Addendum,Submittal,100
4662,Print Trust Name(s) on LE/CD Addendum,Waiting for Docs,100
4672,Lender Representative,Completion,100
4672,Lender Representative,Cond. Approval,100
4672,Lender Representative,Docs Out,100
4672,Lender Representative,Final Docs,100
4672,Lender Representative,Investor Delivery,100
4672,Lender Representative,LO Prep,100
4672,Lender Representative,Loan Setup,100
4672,Lender Representative,Purchasing Conditions,100
4672,Lender Representative,Started,100
4672,Lender Representative,Submittal,100
4672,Lender Representative,Waiting for Docs,100
4673,Lender Representative First/ Last Name,Completion,100
4673,Lender Representative First/ Last Name,Cond. Approval,100
4673,Lender Representative First/ Last Name,Docs Out,100
4673,Lender Representative First/ Last Name,Final Docs,100
4673,Lender Representative First/ Last Name,Investor Delivery,100
4673,Lender Representative First/ Last Name,LO Prep,100
4673,Lender Representative First/ Last Name,Loan Setup,100
4673,Lender Representative First/ Last Name,Purchasing Conditions,100
4673,Lender Representative First/ Last Name,Started,100
4673,Lender Representative First/ Last Name,Submittal,100
4673,Lender Representative First/ Last Name,Waiting for Docs,100
4674,Lender Representative Email address,Completion,100
4674,Lender Representative Email address,Cond. Approval,100
4674,Lender Representative Email address,Docs Out,100
4674,Lender Representative Email address,Final Docs,100
4674,Lender Representative Email address,Investor Delivery,100
4674,Lender Representative Email address,LO Prep,100
4674,Lender Representative Email address,Loan Setup,100
4674,Lender Representative Email address,Purchasing Conditions,100
4674,Lender Representative Email address,Started,100
4674,Lender Representative Email address,Submittal,100
4674,Lender Representative Email address,Waiting for Docs,100
4675,Lender Representative Role ID,Completion,100
4675,Lender Representative Role ID,Cond. Approval,100
4675,Lender Representative Role ID,Docs Out,100
4675,Lender Representative Role ID,Final Docs,100
4675,Lender Representative Role ID,Investor Delivery,100
4675,Lender Representative Role ID,LO Prep,100
4675,Lender Representative Role ID,Loan Setup,100
4675,Lender Representative Role ID,Purchasing Conditions,100
4675,Lender Representative Role ID,Started,100
4675,Lender Representative Role ID,Submittal,100
4675,Lender Representative Role ID,Waiting for Docs,100
4676,Lender Representative Work Phone,Completion,100
4676,Lender Representative Work Phone,Cond. Approval,100
4676,Lender Representative Work Phone,Docs Out,100
4676,Lender Representative Work Phone,Final Docs,100
4676,Lender Representative Work Phone,Investor Delivery,100
4676,Lender Representative Work Phone,LO Prep,100
4676,Lender Representative Work Phone,Loan Setup,100
4676,Lender Representative Work Phone,Purchasing Conditions,100
4676,Lender Representative Work Phone,Started,100
4676,Lender Representative Work Phone,Submittal,100
4676,Lender Representative Work Phone,Waiting for Docs,100
4677,Lender Representative Cell Phone,Completion,100
4677,Lender Representative Cell Phone,Docs Out,100
4677,Lender Representative Cell Phone,Final Docs,100
4677,Lender Representative Cell Phone,Investor Delivery,100
4677,Lender Representative Cell Phone,LO Prep,100
4677,Lender Representative Cell Phone,Loan Setup,100
4677,Lender Representative Cell Phone,Purchasing Conditions,100
4677,Lender Representative Cell Phone,Started,100
4677,Lender Representative Cell Phone,Submittal,100
4677,Lender Representative Cell Phone,Waiting for Docs,100
4681,File Contacts Seller Country,Purchasing Conditions,100
4682,Lender Representative User ID,Completion,100
4682,Lender Representative User ID,Cond. Approval,100
4682,Lender Representative User ID,Docs Out,100
4682,Lender Representative User ID,Final Docs,100
4682,Lender Representative User ID,Investor Delivery,100
4682,Lender Representative User ID,LO Prep,100
4682,Lender Representative User ID,Loan Setup,100
4682,Lender Representative User ID,Purchasing Conditions,100
4682,Lender Representative User ID,Started,100
4682,Lender Representative User ID,Submittal,100
4682,Lender Representative User ID,Waiting for Docs,100
4683,Lender Representative Job Title,Completion,100
4683,Lender Representative Job Title,Final Docs,100
4683,Lender Representative Job Title,Investor Delivery,100
4683,Lender Representative Job Title,LO Prep,100
4683,Lender Representative Job Title,Loan Setup,100
4683,Lender Representative Job Title,Purchasing Conditions,100
4683,Lender Representative Job Title,Started,100
4683,Lender Representative Job Title,Submittal,100
4684,Lender Representative User Type,Completion,100
4684,Lender Representative User Type,Cond. Approval,100
4684,Lender Representative User Type,Docs Out,100
4684,Lender Representative User Type,Final Docs,100
4684,Lender Representative User Type,Investor Delivery,100
4684,Lender Representative User Type,LO Prep,100
4684,Lender Representative User Type,Loan Setup,100
4684,Lender Representative User Type,Purchasing Conditions,100
4684,Lender Representative User Type,Started,100
4684,Lender Representative User Type,Submittal,100
4684,Lender Representative User Type,Waiting for Docs,100
4689,eClose Closing Type,Completion,100
4689,eClose Closing Type,Cond. Approval,100
4689,eClose Closing Type,Docs Out,100
4689,eClose Closing Type,Final Docs,100
4689,eClose Closing Type,Investor Delivery,100
4689,eClose Closing Type,LO Prep,100
4689,eClose Closing Type,Loan Setup,100
4689,eClose Closing Type,Purchasing Conditions,100
4689,eClose Closing Type,Started,100
4689,eClose Closing Type,Submittal,100
4689,eClose Closing Type,Waiting for Docs,100
4711,Condominium Project Type Indicator,Purchasing Conditions,100
4713,Planned Unit Development Project Type Indicator,Completion,0
4713,Planned Unit Development Project Type Indicator,Cond. Approval,0
4713,Planned Unit Development Project Type Indicator,Final Docs,10
4713,Planned Unit Development Project Type Indicator,Purchasing Conditions,0
4713,Planned Unit Development Project Type Indicator,Submittal,0
4713,Planned Unit Development Project Type Indicator,Waiting for Docs,0
4714,Property is not located in a project Indicator,Completion,100
4714,Property is not located in a project Indicator,Cond. Approval,100
4714,Property is not located in a project Indicator,Docs Out,100
4714,Property is not located in a project Indicator,Final Docs,92.9
4714,Property is not located in a project Indicator,Investor Delivery,100
4714,Property is not located in a project Indicator,LO Prep,100
4714,Property is not located in a project Indicator,Loan Setup,100
4714,Property is not located in a project Indicator,Purchasing Conditions,96.7
4714,Property is not located in a project Indicator,Started,100
4714,Property is not located in a project Indicator,Submittal,97
4714,Property is not located in a project Indicator,Waiting for Docs,100
4722,MERS Organization ID,Completion,100
4722,MERS Organization ID,Cond. Approval,100
4722,MERS Organization ID,Docs Out,100
4722,MERS Organization ID,Final Docs,100
4722,MERS Organization ID,Investor Delivery,100
4722,MERS Organization ID,LO Prep,100
4722,MERS Organization ID,Loan Setup,100
4722,MERS Organization ID,Purchasing Conditions,100
4722,MERS Organization ID,Started,100
4722,MERS Organization ID,Submittal,100
4722,MERS Organization ID,Waiting for Docs,100
4723,MERS Original Mortgagee (MOM),Completion,100
4723,MERS Original Mortgagee (MOM),Cond. Approval,100
4723,MERS Original Mortgagee (MOM),Docs Out,100
4723,MERS Original Mortgagee (MOM),Final Docs,100
4723,MERS Original Mortgagee (MOM),Investor Delivery,100
4723,MERS Original Mortgagee (MOM),LO Prep,100
4723,MERS Original Mortgagee (MOM),Loan Setup,100
4723,MERS Original Mortgagee (MOM),Purchasing Conditions,100
4723,MERS Original Mortgagee (MOM),Started,100
4723,MERS Original Mortgagee (MOM),Submittal,100
4723,MERS Original Mortgagee (MOM),Waiting for Docs,100
4745, Loan Amount Rounding Indicator,Completion,100
4745, Loan Amount Rounding Indicator,Cond. Approval,100
4745, Loan Amount Rounding Indicator,Docs Out,100
4745, Loan Amount Rounding Indicator,Final Docs,100
4745, Loan Amount Rounding Indicator,Investor Delivery,100
4745, Loan Amount Rounding Indicator,LO Prep,100
4745, Loan Amount Rounding Indicator,Loan Setup,100
4745, Loan Amount Rounding Indicator,Purchasing Conditions,100
4745, Loan Amount Rounding Indicator,Started,100
4745, Loan Amount Rounding Indicator,Submittal,100
4745, Loan Amount Rounding Indicator,Waiting for Docs,100
4746,Zero Percent Payment Options,Completion,100
4746,Zero Percent Payment Options,Cond. Approval,100
4746,Zero Percent Payment Options,Docs Out,100
4746,Zero Percent Payment Options,Final Docs,100
4746,Zero Percent Payment Options,Investor Delivery,100
4746,Zero Percent Payment Options,LO Prep,100
4746,Zero Percent Payment Options,Loan Setup,100
4746,Zero Percent Payment Options,Purchasing Conditions,100
4746,Zero Percent Payment Options,Started,100
4746,Zero Percent Payment Options,Submittal,100
4746,Zero Percent Payment Options,Waiting for Docs,100
4747,Interest Accrual for APR,Completion,100
4747,Interest Accrual for APR,Cond. Approval,100
4747,Interest Accrual for APR,Docs Out,100
4747,Interest Accrual for APR,Final Docs,100
4747,Interest Accrual for APR,Investor Delivery,100
4747,Interest Accrual for APR,LO Prep,100
4747,Interest Accrual for APR,Loan Setup,100
4747,Interest Accrual for APR,Purchasing Conditions,100
4747,Interest Accrual for APR,Started,100
4747,Interest Accrual for APR,Submittal,100
4747,Interest Accrual for APR,Waiting for Docs,100
4750,Prequal Credit Report Indicator ,Docs Out,0
4750,Prequal Credit Report Indicator ,Final Docs,0
4750,Prequal Credit Report Indicator ,Investor Delivery,0
4750,Prequal Credit Report Indicator ,Loan Setup,0
4750,Prequal Credit Report Indicator ,Purchasing Conditions,0.8
4750,Prequal Credit Report Indicator ,Started,0
4750,Prequal Credit Report Indicator ,Submittal,3.4
4796,Use Itemized Credits,Investor Delivery,100
4796,Use Itemized Credits,Purchasing Conditions,100
4912,ARM Index Precision,Completion,100
4912,ARM Index Precision,Cond. Approval,100
4912,ARM Index Precision,Docs Out,100
4912,ARM Index Precision,Final Docs,100
4912,ARM Index Precision,Investor Delivery,100
4912,ARM Index Precision,LO Prep,100
4912,ARM Index Precision,Loan Setup,100
4912,ARM Index Precision,Purchasing Conditions,100
4912,ARM Index Precision,Started,100
4912,ARM Index Precision,Submittal,100
4912,ARM Index Precision,Waiting for Docs,100
4917,Borrower - Home Phone Preferred,Completion,100
4917,Borrower - Home Phone Preferred,Cond. Approval,100
4917,Borrower - Home Phone Preferred,Docs Out,100
4917,Borrower - Home Phone Preferred,Final Docs,100
4917,Borrower - Home Phone Preferred,Investor Delivery,100
4917,Borrower - Home Phone Preferred,LO Prep,100
4917,Borrower - Home Phone Preferred,Loan Setup,100
4917,Borrower - Home Phone Preferred,Purchasing Conditions,100
4917,Borrower - Home Phone Preferred,Started,96.8
4917,Borrower - Home Phone Preferred,Submittal,97
4917,Borrower - Home Phone Preferred,Waiting for Docs,100
4919,Borrower - Cell Phone Preferred,Completion,100
4919,Borrower - Cell Phone Preferred,Cond. Approval,100
4919,Borrower - Cell Phone Preferred,Docs Out,100
4919,Borrower - Cell Phone Preferred,Final Docs,100
4919,Borrower - Cell Phone Preferred,Investor Delivery,100
4919,Borrower - Cell Phone Preferred,LO Prep,100
4919,Borrower - Cell Phone Preferred,Loan Setup,100
4919,Borrower - Cell Phone Preferred,Purchasing Conditions,100
4919,Borrower - Cell Phone Preferred,Started,98.9
4919,Borrower - Cell Phone Preferred,Submittal,100
4919,Borrower - Cell Phone Preferred,Waiting for Docs,100
4921,Borrower - Home Email Preferred,Completion,100
4921,Borrower - Home Email Preferred,Cond. Approval,100
4921,Borrower - Home Email Preferred,Docs Out,100
4921,Borrower - Home Email Preferred,Final Docs,100
4921,Borrower - Home Email Preferred,Investor Delivery,100
4921,Borrower - Home Email Preferred,LO Prep,100
4921,Borrower - Home Email Preferred,Loan Setup,100
4921,Borrower - Home Email Preferred,Purchasing Conditions,100
4921,Borrower - Home Email Preferred,Started,100
4921,Borrower - Home Email Preferred,Submittal,97
4921,Borrower - Home Email Preferred,Waiting for Docs,100
4970,Area Median Income (AMI) Year Used,Completion,100
4970,Area Median Income (AMI) Year Used,Cond. Approval,100
4970,Area Median Income (AMI) Year Used,Docs Out,100
4970,Area Median Income (AMI) Year Used,Final Docs,100
4970,Area Median Income (AMI) Year Used,Investor Delivery,100
4970,Area Median Income (AMI) Year Used,LO Prep,100
4970,Area Median Income (AMI) Year Used,Loan Setup,100
4970,Area Median Income (AMI) Year Used,Purchasing Conditions,100
4970,Area Median Income (AMI) Year Used,Started,100
4970,Area Median Income (AMI) Year Used,Submittal,100
4970,Area Median Income (AMI) Year Used,Waiting for Docs,100
4971,Area Median Income (AMI) 80%,Completion,100
4971,Area Median Income (AMI) 80%,Cond. Approval,100
4971,Area Median Income (AMI) 80%,Docs Out,100
4971,Area Median Income (AMI) 80%,Final Docs,100
4971,Area Median Income (AMI) 80%,Investor Delivery,100
4971,Area Median Income (AMI) 80%,LO Prep,100
4971,Area Median Income (AMI) 80%,Loan Setup,100
4971,Area Median Income (AMI) 80%,Purchasing Conditions,100
4971,Area Median Income (AMI) 80%,Started,100
4971,Area Median Income (AMI) 80%,Submittal,100
4971,Area Median Income (AMI) 80%,Waiting for Docs,100
4972,Area Median Income (AMI) 50%,Completion,100
4972,Area Median Income (AMI) 50%,Cond. Approval,100
4972,Area Median Income (AMI) 50%,Docs Out,100
4972,Area Median Income (AMI) 50%,Final Docs,100
4972,Area Median Income (AMI) 50%,Investor Delivery,100
4972,Area Median Income (AMI) 50%,LO Prep,100
4972,Area Median Income (AMI) 50%,Loan Setup,100
4972,Area Median Income (AMI) 50%,Purchasing Conditions,100
4972,Area Median Income (AMI) 50%,Started,100
4972,Area Median Income (AMI) 50%,Submittal,100
4972,Area Median Income (AMI) 50%,Waiting for Docs,100
5003,Ready Disclosure at Lock Package Date,Docs Out,100
5003,Ready Disclosure at Lock Package Date,Final Docs,100
5003,Ready Disclosure at Lock Package Date,Investor Delivery,100
5003,Ready Disclosure at Lock Package Date,Purchasing Conditions,100
5006,Pre-Approval Credit Report,Docs Out,62.5
5006,Pre-Approval Credit Report,Final Docs,0
5006,Pre-Approval Credit Report,Investor Delivery,0
5006,Pre-Approval Credit Report,Loan Setup,7.4
5006,Pre-Approval Credit Report,Purchasing Conditions,2.4
5006,Pre-Approval Credit Report,Started,0
5006,Pre-Approval Credit Report,Submittal,6.9
5007,Ready Disclosure Change of Circumstance Package Date,Completion,100
5007,Ready Disclosure Change of Circumstance Package Date,Final Docs,100
5007,Ready Disclosure Change of Circumstance Package Date,Investor Delivery,100
5007,Ready Disclosure Change of Circumstance Package Date,Purchasing Conditions,100
5007,Ready Disclosure Change of Circumstance Package Date,Started,100
5017,Metropolitan Statistical Area (MSA) Name,Completion,100
5017,Metropolitan Statistical Area (MSA) Name,Cond. Approval,100
5017,Metropolitan Statistical Area (MSA) Name,Docs Out,100
5017,Metropolitan Statistical Area (MSA) Name,Final Docs,100
5017,Metropolitan Statistical Area (MSA) Name,Investor Delivery,100
5017,Metropolitan Statistical Area (MSA) Name,LO Prep,100
5017,Metropolitan Statistical Area (MSA) Name,Loan Setup,100
5017,Metropolitan Statistical Area (MSA) Name,Purchasing Conditions,100
5017,Metropolitan Statistical Area (MSA) Name,Started,100
5017,Metropolitan Statistical Area (MSA) Name,Submittal,100
5017,Metropolitan Statistical Area (MSA) Name,Waiting for Docs,100
5018,Actual Median Family Income Year Used for Lookup,Completion,100
5018,Actual Median Family Income Year Used for Lookup,Cond. Approval,100
5018,Actual Median Family Income Year Used for Lookup,Docs Out,100
5018,Actual Median Family Income Year Used for Lookup,Final Docs,100
5018,Actual Median Family Income Year Used for Lookup,Investor Delivery,100
5018,Actual Median Family Income Year Used for Lookup,LO Prep,100
5018,Actual Median Family Income Year Used for Lookup,Loan Setup,100
5018,Actual Median Family Income Year Used for Lookup,Purchasing Conditions,100
5018,Actual Median Family Income Year Used for Lookup,Started,100
5018,Actual Median Family Income Year Used for Lookup,Submittal,100
5018,Actual Median Family Income Year Used for Lookup,Waiting for Docs,100
5019,Estimated Median Family Income Year Used for Lookup,Completion,100
5019,Estimated Median Family Income Year Used for Lookup,Cond. Approval,100
5019,Estimated Median Family Income Year Used for Lookup,Docs Out,100
5019,Estimated Median Family Income Year Used for Lookup,Final Docs,100
5019,Estimated Median Family Income Year Used for Lookup,Investor Delivery,100
5019,Estimated Median Family Income Year Used for Lookup,LO Prep,100
5019,Estimated Median Family Income Year Used for Lookup,Loan Setup,100
5019,Estimated Median Family Income Year Used for Lookup,Purchasing Conditions,100
5019,Estimated Median Family Income Year Used for Lookup,Started,100
5019,Estimated Median Family Income Year Used for Lookup,Submittal,100
5019,Estimated Median Family Income Year Used for Lookup,Waiting for Docs,100
5020,Actual Median Family Income 100%,Completion,100
5020,Actual Median Family Income 100%,Cond. Approval,100
5020,Actual Median Family Income 100%,Docs Out,100
5020,Actual Median Family Income 100%,Final Docs,100
5020,Actual Median Family Income 100%,Investor Delivery,100
5020,Actual Median Family Income 100%,LO Prep,100
5020,Actual Median Family Income 100%,Loan Setup,100
5020,Actual Median Family Income 100%,Purchasing Conditions,100
5020,Actual Median Family Income 100%,Started,100
5020,Actual Median Family Income 100%,Submittal,100
5020,Actual Median Family Income 100%,Waiting for Docs,100
5021,Estimated Median Family Income 100%,Completion,100
5021,Estimated Median Family Income 100%,Cond. Approval,100
5021,Estimated Median Family Income 100%,Docs Out,100
5021,Estimated Median Family Income 100%,Final Docs,100
5021,Estimated Median Family Income 100%,Investor Delivery,100
5021,Estimated Median Family Income 100%,LO Prep,100
5021,Estimated Median Family Income 100%,Loan Setup,100
5021,Estimated Median Family Income 100%,Purchasing Conditions,100
5021,Estimated Median Family Income 100%,Started,100
5021,Estimated Median Family Income 100%,Submittal,100
5021,Estimated Median Family Income 100%,Waiting for Docs,100
5046,USPS Address Date Time Validated,Docs Out,100
5046,USPS Address Date Time Validated,Final Docs,100
5046,USPS Address Date Time Validated,Investor Delivery,100
5046,USPS Address Date Time Validated,LO Prep,100
5046,USPS Address Date Time Validated,Loan Setup,100
5046,USPS Address Date Time Validated,Purchasing Conditions,100
5046,USPS Address Date Time Validated,Started,100
5046,USPS Address Date Time Validated,Submittal,100
5047,USPS Address Validation,Docs Out,100
5047,USPS Address Validation,Final Docs,88.9
5047,USPS Address Validation,Investor Delivery,100
5047,USPS Address Validation,LO Prep,100
5047,USPS Address Validation,Loan Setup,100
5047,USPS Address Validation,Purchasing Conditions,93.4
5047,USPS Address Validation,Started,95.7
5047,USPS Address Validation,Submittal,100
5048,USPS Validated Street Address,Docs Out,100
5048,USPS Validated Street Address,Final Docs,100
5048,USPS Validated Street Address,Investor Delivery,100
5048,USPS Validated Street Address,LO Prep,100
5048,USPS Validated Street Address,Loan Setup,100
5048,USPS Validated Street Address,Purchasing Conditions,100
5048,USPS Validated Street Address,Started,100
5048,USPS Validated Street Address,Submittal,100
5049,USPS Validated City,Docs Out,100
5049,USPS Validated City,Final Docs,100
5049,USPS Validated City,Investor Delivery,100
5049,USPS Validated City,LO Prep,100
5049,USPS Validated City,Loan Setup,100
5049,USPS Validated City,Purchasing Conditions,100
5049,USPS Validated City,Started,100
5049,USPS Validated City,Submittal,100
5050,USPS Validated State,Docs Out,100
5050,USPS Validated State,Final Docs,100
5050,USPS Validated State,Investor Delivery,100
5050,USPS Validated State,LO Prep,100
5050,USPS Validated State,Loan Setup,100
5050,USPS Validated State,Purchasing Conditions,100
5050,USPS Validated State,Started,100
5050,USPS Validated State,Submittal,100
5051,USPS Validated Zip,Docs Out,100
5051,USPS Validated Zip,Final Docs,100
5051,USPS Validated Zip,Investor Delivery,100
5051,USPS Validated Zip,LO Prep,100
5051,USPS Validated Zip,Loan Setup,100
5051,USPS Validated Zip,Purchasing Conditions,100
5051,USPS Validated Zip,Started,100
5051,USPS Validated Zip,Submittal,100
5052,Non-HELOC Qualifying Payment,Docs Out,100
5052,Non-HELOC Qualifying Payment,Investor Delivery,100
5052,Non-HELOC Qualifying Payment,LO Prep,100
5052,Non-HELOC Qualifying Payment,Loan Setup,100
5052,Non-HELOC Qualifying Payment,Purchasing Conditions,100
5052,Non-HELOC Qualifying Payment,Submittal,100
5063,HUD Expenses Other Subtotal,Purchasing Conditions,100
AEA.X1,Itemize Escrow Number of Lines in Escrow Output,Completion,100
AEA.X1,Itemize Escrow Number of Lines in Escrow Output,Cond. Approval,100
AEA.X1,Itemize Escrow Number of Lines in Escrow Output,Docs Out,100
AEA.X1,Itemize Escrow Number of Lines in Escrow Output,Final Docs,100
AEA.X1,Itemize Escrow Number of Lines in Escrow Output,Investor Delivery,100
AEA.X1,Itemize Escrow Number of Lines in Escrow Output,LO Prep,100
AEA.X1,Itemize Escrow Number of Lines in Escrow Output,Loan Setup,100
AEA.X1,Itemize Escrow Number of Lines in Escrow Output,Purchasing Conditions,100
AEA.X1,Itemize Escrow Number of Lines in Escrow Output,Started,100
AEA.X1,Itemize Escrow Number of Lines in Escrow Output,Submittal,100
AEA.X1,Itemize Escrow Number of Lines in Escrow Output,Waiting for Docs,100
ARM.IdxLkbckPrd,ARM Index Lookback Period,Completion,100
ARM.IdxLkbckPrd,ARM Index Lookback Period,Cond. Approval,100
ARM.IdxLkbckPrd,ARM Index Lookback Period,Docs Out,100
ARM.IdxLkbckPrd,ARM Index Lookback Period,Final Docs,100
ARM.IdxLkbckPrd,ARM Index Lookback Period,Investor Delivery,100
ARM.IdxLkbckPrd,ARM Index Lookback Period,LO Prep,100
ARM.IdxLkbckPrd,ARM Index Lookback Period,Loan Setup,100
ARM.IdxLkbckPrd,ARM Index Lookback Period,Purchasing Conditions,100
ARM.IdxLkbckPrd,ARM Index Lookback Period,Started,100
ARM.IdxLkbckPrd,ARM Index Lookback Period,Submittal,100
ARM.IdxLkbckPrd,ARM Index Lookback Period,Waiting for Docs,100
BORCIT,Field BORCIT,Completion,100
BORCIT,Field BORCIT,Cond. Approval,100
BORCIT,Field BORCIT,Final Docs,100
BORCIT,Field BORCIT,Investor Delivery,100
BORCIT,Field BORCIT,Loan Setup,100
BORCIT,Field BORCIT,Purchasing Conditions,100
BORCIT,Field BORCIT,Started,100
BORCIT,Field BORCIT,Submittal,100
BORCIT,Field BORCIT,Waiting for Docs,100
BORPAIRID,Borrower Pair ID,Completion,100
BORPAIRID,Borrower Pair ID,Cond. Approval,100
BORPAIRID,Borrower Pair ID,Docs Out,100
BORPAIRID,Borrower Pair ID,Final Docs,100
BORPAIRID,Borrower Pair ID,Investor Delivery,100
BORPAIRID,Borrower Pair ID,LO Prep,100
BORPAIRID,Borrower Pair ID,Loan Setup,100
BORPAIRID,Borrower Pair ID,Purchasing Conditions,100
BORPAIRID,Borrower Pair ID,Started,100
BORPAIRID,Borrower Pair ID,Submittal,100
BORPAIRID,Borrower Pair ID,Waiting for Docs,100
BORPCC,Fees Total Closing Costs Borr,Completion,100
BORPCC,Fees Total Closing Costs Borr,Cond. Approval,100
BORPCC,Fees Total Closing Costs Borr,Docs Out,100
