Field ID,Label,Milestone,Filled at this milestone (%)
BORPCC,Fees Total Closing Costs Borr,Final Docs,100
BORPCC,Fees Total Closing Costs Borr,Investor Delivery,100
BORPCC,Fees Total Closing Costs Borr,LO Prep,100
BORPCC,Fees Total Closing Costs Borr,Loan Setup,100
BORPCC,Fees Total Closing Costs Borr,Purchasing Conditions,100
BORPCC,Fees Total Closing Costs Borr,Started,100
BORPCC,Fees Total Closing Costs Borr,Submittal,100
BORPCC,Fees Total Closing Costs Borr,Waiting for Docs,100
Borr.TrusteeOf,Borrower Vesting Borr Trustee Of,Docs Out,100
Borr.TrusteeOf,Borrower Vesting Borr Trustee Of,Investor Delivery,100
Borr.TrusteeOf,Borrower Vesting Borr Trustee Of,Purchasing Conditions,100
CALCREQUIRED,Payment Schedule Calculation is Required,Completion,100
CALCREQUIRED,Payment Schedule Calculation is Required,Cond. Approval,100
CALCREQUIRED,Payment Schedule Calculation is Required,Docs Out,100
CALCREQUIRED,Payment Schedule Calculation is Required,Final Docs,100
CALCREQUIRED,Payment Schedule Calculation is Required,Investor Delivery,100
CALCREQUIRED,Payment Schedule Calculation is Required,LO Prep,100
CALCREQUIRED,Payment Schedule Calculation is Required,Loan Setup,100
CALCREQUIRED,Payment Schedule Calculation is Required,Purchasing Conditions,100
CALCREQUIRED,Payment Schedule Calculation is Required,Started,100
CALCREQUIRED,Payment Schedule Calculation is Required,Submittal,100
CALCREQUIRED,Payment Schedule Calculation is Required,Waiting for Docs,100
CASASRN.X109,Freddie Mac Lender Net Purch Price,Completion,100
CASASRN.X109,Freddie Mac Lender Net Purch Price,Cond. Approval,100
CASASRN.X109,Freddie Mac Lender Net Purch Price,Investor Delivery,100
CASASRN.X109,Freddie Mac Lender Net Purch Price,LO Prep,100
CASASRN.X109,Freddie Mac Lender Net Purch Price,Purchasing Conditions,100
CASASRN.X109,Freddie Mac Lender Net Purch Price,Started,100
CASASRN.X109,Freddie Mac Lender Net Purch Price,Submittal,100
CASASRN.X142,Freddie Mac Lender Orig Interest Rate,Completion,100
CASASRN.X142,Freddie Mac Lender Orig Interest Rate,Cond. Approval,100
CASASRN.X142,Freddie Mac Lender Orig Interest Rate,Docs Out,100
CASASRN.X142,Freddie Mac Lender Orig Interest Rate,Final Docs,100
CASASRN.X142,Freddie Mac Lender Orig Interest Rate,Investor Delivery,100
CASASRN.X142,Freddie Mac Lender Orig Interest Rate,LO Prep,100
CASASRN.X142,Freddie Mac Lender Orig Interest Rate,Loan Setup,100
CASASRN.X142,Freddie Mac Lender Orig Interest Rate,Purchasing Conditions,100
CASASRN.X142,Freddie Mac Lender Orig Interest Rate,Started,100
CASASRN.X142,Freddie Mac Lender Orig Interest Rate,Submittal,100
CASASRN.X174,Freddie Mac Total Debt,Purchasing Conditions,100
CASASRN.X202,Freddie Mac Additional Data - Occupancy Debt Ratio,Completion,100
CASASRN.X202,Freddie Mac Additional Data - Occupancy Debt Ratio,Cond. Approval,100
CASASRN.X202,Freddie Mac Additional Data - Occupancy Debt Ratio,Docs Out,100
CASASRN.X202,Freddie Mac Additional Data - Occupancy Debt Ratio,Final Docs,100
CASASRN.X202,Freddie Mac Additional Data - Occupancy Debt Ratio,Investor Delivery,100
CASASRN.X202,Freddie Mac Additional Data - Occupancy Debt Ratio,Loan Setup,100
CASASRN.X202,Freddie Mac Additional Data - Occupancy Debt Ratio,Purchasing Conditions,100
CASASRN.X202,Freddie Mac Additional Data - Occupancy Debt Ratio,Started,100
CASASRN.X202,Freddie Mac Additional Data - Occupancy Debt Ratio,Submittal,100
CASASRN.X217,Freddie Mac LTV,Completion,100
CASASRN.X217,Freddie Mac LTV,Cond. Approval,100
CASASRN.X217,Freddie Mac LTV,Docs Out,100
CASASRN.X217,Freddie Mac LTV,Final Docs,100
CASASRN.X217,Freddie Mac LTV,Investor Delivery,100
CASASRN.X217,Freddie Mac LTV,LO Prep,100
CASASRN.X217,Freddie Mac LTV,Loan Setup,100
CASASRN.X217,Freddie Mac LTV,Purchasing Conditions,100
CASASRN.X217,Freddie Mac LTV,Started,100
CASASRN.X217,Freddie Mac LTV,Submittal,100
CASASRN.X217,Freddie Mac LTV,Waiting for Docs,100
CASASRN.X218,Freddie Mac TLTV,Completion,100
CASASRN.X218,Freddie Mac TLTV,Cond. Approval,100
CASASRN.X218,Freddie Mac TLTV,Docs Out,100
CASASRN.X218,Freddie Mac TLTV,Final Docs,100
CASASRN.X218,Freddie Mac TLTV,Investor Delivery,100
CASASRN.X218,Freddie Mac TLTV,LO Prep,100
CASASRN.X218,Freddie Mac TLTV,Loan Setup,100
CASASRN.X218,Freddie Mac TLTV,Purchasing Conditions,100
CASASRN.X218,Freddie Mac TLTV,Started,100
CASASRN.X218,Freddie Mac TLTV,Submittal,100
CASASRN.X218,Freddie Mac TLTV,Waiting for Docs,100
CASASRN.X219,Freddie Mac HTLTV,Completion,100
CASASRN.X219,Freddie Mac HTLTV,Cond. Approval,100
CASASRN.X219,Freddie Mac HTLTV,Docs Out,100
CASASRN.X219,Freddie Mac HTLTV,Final Docs,100
CASASRN.X219,Freddie Mac HTLTV,Investor Delivery,100
CASASRN.X219,Freddie Mac HTLTV,LO Prep,100
CASASRN.X219,Freddie Mac HTLTV,Loan Setup,100
CASASRN.X219,Freddie Mac HTLTV,Purchasing Conditions,100
CASASRN.X219,Freddie Mac HTLTV,Started,100
CASASRN.X219,Freddie Mac HTLTV,Submittal,100
CASASRN.X219,Freddie Mac HTLTV,Waiting for Docs,100
CASASRN.X78,Freddie Mac Total Reserves,Completion,100
CASASRN.X78,Freddie Mac Total Reserves,Cond. Approval,100
CASASRN.X78,Freddie Mac Total Reserves,Investor Delivery,100
CASASRN.X78,Freddie Mac Total Reserves,LO Prep,100
CASASRN.X78,Freddie Mac Total Reserves,Loan Setup,100
CASASRN.X78,Freddie Mac Total Reserves,Purchasing Conditions,100
CASASRN.X78,Freddie Mac Total Reserves,Started,100
CASASRN.X78,Freddie Mac Total Reserves,Submittal,100
CASASRN.X79,Freddie Mac Lender Cash Out Amt,Completion,97.8
CASASRN.X79,Freddie Mac Lender Cash Out Amt,Cond. Approval,100
CASASRN.X79,Freddie Mac Lender Cash Out Amt,Docs Out,100
CASASRN.X79,Freddie Mac Lender Cash Out Amt,Final Docs,100
CASASRN.X79,Freddie Mac Lender Cash Out Amt,Loan Setup,90.9
CASASRN.X79,Freddie Mac Lender Cash Out Amt,Purchasing Conditions,96.1
CASASRN.X79,Freddie Mac Lender Cash Out Amt,Started,75
CASASRN.X79,Freddie Mac Lender Cash Out Amt,Submittal,90.5
CASASRN.X79,Freddie Mac Lender Cash Out Amt,Waiting for Docs,100
CASASRN.X99,Freddie Mac Total All Mo Pymts,Completion,100
CASASRN.X99,Freddie Mac Total All Mo Pymts,Cond. Approval,100
CASASRN.X99,Freddie Mac Total All Mo Pymts,Docs Out,100
CASASRN.X99,Freddie Mac Total All Mo Pymts,Final Docs,100
CASASRN.X99,Freddie Mac Total All Mo Pymts,Investor Delivery,100
CASASRN.X99,Freddie Mac Total All Mo Pymts,LO Prep,100
CASASRN.X99,Freddie Mac Total All Mo Pymts,Loan Setup,100
CASASRN.X99,Freddie Mac Total All Mo Pymts,Purchasing Conditions,100
CASASRN.X99,Freddie Mac Total All Mo Pymts,Started,100
CASASRN.X99,Freddie Mac Total All Mo Pymts,Submittal,100
CASASRN.X99,Freddie Mac Total All Mo Pymts,Waiting for Docs,100
CD1.X10,Closing Disclosure - Projected Calculation - Column 1 - Interest Only,Completion,9.5
CD1.X10,Closing Disclosure - Projected Calculation - Column 1 - Interest Only,Cond. Approval,4.8
CD1.X10,Closing Disclosure - Projected Calculation - Column 1 - Interest Only,Docs Out,12.5
CD1.X10,Closing Disclosure - Projected Calculation - Column 1 - Interest Only,Final Docs,7.1
CD1.X10,Closing Disclosure - Projected Calculation - Column 1 - Interest Only,Investor Delivery,6.2
CD1.X10,Closing Disclosure - Projected Calculation - Column 1 - Interest Only,LO Prep,0
CD1.X10,Closing Disclosure - Projected Calculation - Column 1 - Interest Only,Loan Setup,33.3
CD1.X10,Closing Disclosure - Projected Calculation - Column 1 - Interest Only,Purchasing Conditions,7.9
CD1.X10,Closing Disclosure - Projected Calculation - Column 1 - Interest Only,Started,7
CD1.X10,Closing Disclosure - Projected Calculation - Column 1 - Interest Only,Submittal,9.1
CD1.X10,Closing Disclosure - Projected Calculation - Column 1 - Interest Only,Waiting for Docs,12.5
CD1.X12,Closing Disclosure - Projected Calculation - Column 1 - Estimated Escrow Amount,Completion,81
CD1.X12,Closing Disclosure - Projected Calculation - Column 1 - Estimated Escrow Amount,Cond. Approval,47.6
CD1.X12,Closing Disclosure - Projected Calculation - Column 1 - Estimated Escrow Amount,Docs Out,100
CD1.X12,Closing Disclosure - Projected Calculation - Column 1 - Estimated Escrow Amount,Final Docs,100
CD1.X12,Closing Disclosure - Projected Calculation - Column 1 - Estimated Escrow Amount,Investor Delivery,100
CD1.X12,Closing Disclosure - Projected Calculation - Column 1 - Estimated Escrow Amount,LO Prep,84.6
CD1.X12,Closing Disclosure - Projected Calculation - Column 1 - Estimated Escrow Amount,Loan Setup,56.7
CD1.X12,Closing Disclosure - Projected Calculation - Column 1 - Estimated Escrow Amount,Purchasing Conditions,94.7
CD1.X12,Closing Disclosure - Projected Calculation - Column 1 - Estimated Escrow Amount,Started,61.4
CD1.X12,Closing Disclosure - Projected Calculation - Column 1 - Estimated Escrow Amount,Submittal,81.8
CD1.X12,Closing Disclosure - Projected Calculation - Column 1 - Estimated Escrow Amount,Waiting for Docs,25
CD1.X13,Closing Disclosure - Projected Calculation - Column 1 - Minimum Monthly Payment,Completion,100
CD1.X13,Closing Disclosure - Projected Calculation - Column 1 - Minimum Monthly Payment,Cond. Approval,95.2
CD1.X13,Closing Disclosure - Projected Calculation - Column 1 - Minimum Monthly Payment,Docs Out,100
CD1.X13,Closing Disclosure - Projected Calculation - Column 1 - Minimum Monthly Payment,Final Docs,100
CD1.X13,Closing Disclosure - Projected Calculation - Column 1 - Minimum Monthly Payment,Investor Delivery,100
CD1.X13,Closing Disclosure - Projected Calculation - Column 1 - Minimum Monthly Payment,LO Prep,100
CD1.X13,Closing Disclosure - Projected Calculation - Column 1 - Minimum Monthly Payment,Loan Setup,100
CD1.X13,Closing Disclosure - Projected Calculation - Column 1 - Minimum Monthly Payment,Purchasing Conditions,100
CD1.X13,Closing Disclosure - Projected Calculation - Column 1 - Minimum Monthly Payment,Started,100
CD1.X13,Closing Disclosure - Projected Calculation - Column 1 - Minimum Monthly Payment,Submittal,100
CD1.X13,Closing Disclosure - Projected Calculation - Column 1 - Minimum Monthly Payment,Waiting for Docs,100
CD1.X14,Closing Disclosure - Projected Calculation - Column 1 - Maximum Monthly Payment,Completion,100
CD1.X14,Closing Disclosure - Projected Calculation - Column 1 - Maximum Monthly Payment,Cond. Approval,95.2
CD1.X14,Closing Disclosure - Projected Calculation - Column 1 - Maximum Monthly Payment,Docs Out,100
CD1.X14,Closing Disclosure - Projected Calculation - Column 1 - Maximum Monthly Payment,Final Docs,100
CD1.X14,Closing Disclosure - Projected Calculation - Column 1 - Maximum Monthly Payment,Investor Delivery,100
CD1.X14,Closing Disclosure - Projected Calculation - Column 1 - Maximum Monthly Payment,LO Prep,100
CD1.X14,Closing Disclosure - Projected Calculation - Column 1 - Maximum Monthly Payment,Loan Setup,100
CD1.X14,Closing Disclosure - Projected Calculation - Column 1 - Maximum Monthly Payment,Purchasing Conditions,100
CD1.X14,Closing Disclosure - Projected Calculation - Column 1 - Maximum Monthly Payment,Started,100
CD1.X14,Closing Disclosure - Projected Calculation - Column 1 - Maximum Monthly Payment,Submittal,100
CD1.X14,Closing Disclosure - Projected Calculation - Column 1 - Maximum Monthly Payment,Waiting for Docs,100
CD1.X15,Closing Disclosure - Projected Calculation - Column 2 - Year From,Completion,100
CD1.X15,Closing Disclosure - Projected Calculation - Column 2 - Year From,Loan Setup,100
CD1.X15,Closing Disclosure - Projected Calculation - Column 2 - Year From,Purchasing Conditions,100
CD1.X16,Closing Disclosure - Projected Calculation - Column 2 - Year To,Completion,100
CD1.X16,Closing Disclosure - Projected Calculation - Column 2 - Year To,Loan Setup,100
CD1.X16,Closing Disclosure - Projected Calculation - Column 2 - Year To,Purchasing Conditions,100
CD1.X16,Closing Disclosure - Projected Calculation - Column 2 - Year To,Started,100
CD1.X17,Closing Disclosure - Projected Calculation - Column 2 - Minimum Principal and Interest Payment,Completion,100
CD1.X17,Closing Disclosure - Projected Calculation - Column 2 - Minimum Principal and Interest Payment,Loan Setup,100
CD1.X17,Closing Disclosure - Projected Calculation - Column 2 - Minimum Principal and Interest Payment,Purchasing Conditions,100
CD1.X17,Closing Disclosure - Projected Calculation - Column 2 - Minimum Principal and Interest Payment,Started,100
CD1.X18,Closing Disclosure - Projected Calculation - Column 2 - Maximum Principal and Interest Payment,Completion,100
CD1.X18,Closing Disclosure - Projected Calculation - Column 2 - Maximum Principal and Interest Payment,Loan Setup,100
CD1.X18,Closing Disclosure - Projected Calculation - Column 2 - Maximum Principal and Interest Payment,Purchasing Conditions,100
CD1.X18,Closing Disclosure - Projected Calculation - Column 2 - Maximum Principal and Interest Payment,Started,100
CD1.X2,Closing Disclosure - Seller Names,Investor Delivery,100
CD1.X2,Closing Disclosure - Seller Names,Purchasing Conditions,100
CD1.X21,Closing Disclosure - Projected Calculation - Column 2 - Estimated Escrow Amount,Completion,12.5
CD1.X21,Closing Disclosure - Projected Calculation - Column 2 - Estimated Escrow Amount,Loan Setup,10
CD1.X21,Closing Disclosure - Projected Calculation - Column 2 - Estimated Escrow Amount,Purchasing Conditions,100
CD1.X21,Closing Disclosure - Projected Calculation - Column 2 - Estimated Escrow Amount,Started,40
CD1.X22,Closing Disclosure - Projected Calculation - Column 2 - Minimum Monthly Payment,Completion,100
CD1.X22,Closing Disclosure - Projected Calculation - Column 2 - Minimum Monthly Payment,Loan Setup,100
CD1.X22,Closing Disclosure - Projected Calculation - Column 2 - Minimum Monthly Payment,Purchasing Conditions,100
CD1.X22,Closing Disclosure - Projected Calculation - Column 2 - Minimum Monthly Payment,Started,100
CD1.X23,Closing Disclosure - Projected Calculation - Column 2 - Maximum Monthly Payment,Completion,100
CD1.X23,Closing Disclosure - Projected Calculation - Column 2 - Maximum Monthly Payment,Loan Setup,100
CD1.X23,Closing Disclosure - Projected Calculation - Column 2 - Maximum Monthly Payment,Purchasing Conditions,100
CD1.X23,Closing Disclosure - Projected Calculation - Column 2 - Maximum Monthly Payment,Started,100
CD1.X3,"Closing Disclosure - Estimated Taxes, Insurance and Assessments",Completion,82.1
CD1.X3,"Closing Disclosure - Estimated Taxes, Insurance and Assessments",Cond. Approval,52.4
CD1.X3,"Closing Disclosure - Estimated Taxes, Insurance and Assessments",Docs Out,100
CD1.X3,"Closing Disclosure - Estimated Taxes, Insurance and Assessments",Final Docs,100
CD1.X3,"Closing Disclosure - Estimated Taxes, Insurance and Assessments",Investor Delivery,100
CD1.X3,"Closing Disclosure - Estimated Taxes, Insurance and Assessments",LO Prep,92.9
CD1.X3,"Closing Disclosure - Estimated Taxes, Insurance and Assessments",Loan Setup,100
CD1.X3,"Closing Disclosure - Estimated Taxes, Insurance and Assessments",Purchasing Conditions,99.3
CD1.X3,"Closing Disclosure - Estimated Taxes, Insurance and Assessments",Started,53.1
CD1.X3,"Closing Disclosure - Estimated Taxes, Insurance and Assessments",Submittal,100
CD1.X3,"Closing Disclosure - Estimated Taxes, Insurance and Assessments",Waiting for Docs,25
CD1.X4,Closing Disclosure - In Escrow Property Taxes,Completion,100
CD1.X4,Closing Disclosure - In Escrow Property Taxes,Cond. Approval,100
